Gene_ID,Normalized_ID,Comparison,Delta_Beta,FDR,Significance_Tier,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
Phatr3_J11472,phatr3j11472,t3_NO3_recovery_vs_t1_NH4_growth,-1.6002725,4.919162639005492e-06,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_Jdraft1182,phatr3j1182,t2_N_stress_vs_t1_NH4_growth,-1.5337040000000002,3.809401831114359e-06,Tier 1 (Hard),2850.Phatrdraft1182,1.16e-301,820.0,"2EBZF@1|root,2SH0A@2759|Eukaryota",2759|Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_EG00524,phatr3eg00524,t3_NO3_recovery_vs_t1_NH4_growth,-1.52036,2.1081003793531143e-05,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J49705,phatr3j49705,t2_N_stress_vs_t1_NH4_growth,-1.517226,4.807249752047937e-06,Tier 1 (Hard),2850.Phatr49705,0.0,1488.0,"2D2UX@1|root,2SP3U@2759|Eukaryota,2XG67@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_EG00293,phatr3eg00293,t2_N_stress_vs_t1_NH4_growth,-1.505425,5.751642312645799e-06,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J11472,phatr3j11472,t3_NO3_recovery_vs_t2_N_stress,-1.50373875,9.758305052898208e-09,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_Jdraft1298,phatr3j1298,t3_NO3_recovery_vs_t1_NH4_growth,-1.4919395,3.4161108617980496e-05,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_Jdraft1298,phatr3j1298,t3_NO3_recovery_vs_t2_N_stress,-1.45076475,4.3146661532489364e-08,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J36115,phatr3j36115,t2_N_stress_vs_t1_NH4_growth,-1.4495049999999998,1.884742802301294e-05,Tier 2 (Lenient),2850.Phatr36115,0.0,1059.0,"2E57Y@1|root,2SC27@2759|Eukaryota,2XGEA@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"MULE,SWIM"
Phatr3_EG01716,phatr3eg01716,t2_N_stress_vs_t1_NH4_growth,-1.44026395,2.13800848169508e-05,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J49787,phatr3j49787,t2_N_stress_vs_t1_NH4_growth,-1.426135,2.7108105632944746e-05,Tier 2 (Lenient),2850.Phatr49787,4.59e-113,323.0,"COG0567@1|root,KOG0450@2759|Eukaryota,2XBT2@2836|Bacillariophyta",2759|Eukaryota,G,Dehydrogenase E1 component,-,-,1.2.4.2,ko:K00164,"ko00020,ko00310,ko00380,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map00380,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00032","R00621,R01933,R01940,R03316,R08549","RC00004,RC00027,RC00627,RC02743,RC02833,RC02883","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,"2-oxogl_dehyd_N,E1_dh,OxoGdeHyase_C,Transket_pyr"
Phatr3_EG00249,phatr3eg00249,t2_N_stress_vs_t1_NH4_growth,-1.42176325,2.7108105632944746e-05,Tier 2 (Lenient),2850.Phatr38038,7.79e-15,77.0,"2E2A4@1|root,2S9I4@2759|Eukaryota,2XHDS@2836|Bacillariophyta",2759|Eukaryota,S,Transposase IS4,-,-,-,-,-,-,-,-,-,-,-,-,DDE_Tnp_1_7
Phatr3_J22332,phatr3j22332,t3_NO3_recovery_vs_t1_NH4_growth,-1.382985,0.0002621035707718,Tier 2 (Lenient),2850.Phatr22332,0.0,1117.0,"COG1132@1|root,KOG0058@2759|Eukaryota,2XBHV@2836|Bacillariophyta",2836|Bacillariophyta,Q,ABC transporter transmembrane region,-,-,-,-,-,-,-,-,-,-,-,-,"ABC_membrane,ABC_tran"
Phatr3_EG00829,phatr3eg00829,t2_N_stress_vs_t1_NH4_growth,-1.3647985,7.934254359466387e-05,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG00113,phatr3eg00113,t3_NO3_recovery_vs_t1_NH4_growth,-1.35873575,0.0003855598795018,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG00194,phatr3eg00194,t2_N_stress_vs_t1_NH4_growth,-1.34019525,0.0001258900037089,Tier 2 (Lenient),159749.K0T6C5,5.25e-242,758.0,"COG2801@1|root,KOG0017@2759|Eukaryota,2XF4I@2836|Bacillariophyta",159749.K0T6C5|-,L,Reverse transcriptase (RNA-dependent DNA polymerase),-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_EG01836,phatr3eg01836,t2_N_stress_vs_t1_NH4_growth,-1.3313700000000002,0.0001355450785302,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG00518,phatr3eg00518,t2_N_stress_vs_t1_NH4_growth,-1.3295455,0.0001355450785302,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG01922,phatr3eg01922,t3_NO3_recovery_vs_t1_NH4_growth,-1.3164574999999998,0.000740774015473,Tier 2 (Lenient),2850.Phatr49526,5.85e-300,864.0,"KOG0724@1|root,KOG1274@1|root,KOG0724@2759|Eukaryota,KOG1274@2759|Eukaryota,2XA9U@2836|Bacillariophyta",2836|Bacillariophyta,K,"Minichromosome loss protein, Mcl1, middle region",-,-,-,ko:K11274,-,-,-,-,"ko00000,ko03036",-,-,-,Mcl1_mid
Phatr3_EG01577,phatr3eg01577,t3_NH4_recovery_vs_t2_N_stress,-1.293071225,3.253208493851171e-06,Tier 2 (Lenient),159749.K0SYP2,9.91e-187,595.0,"COG2801@1|root,KOG0017@2759|Eukaryota,2XHU4@2836|Bacillariophyta",159749.K0SYP2|-,L,Reverse transcriptase (RNA-dependent DNA polymerase),-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_J51128,phatr3j51128,t3_NO3_recovery_vs_t2_N_stress,-1.285226,4.408802954587137e-06,Tier 2 (Lenient),2850.Phatr29456,9.66e-239,656.0,"COG0057@1|root,KOG0657@2759|Eukaryota,2XF67@2836|Bacillariophyta",2836|Bacillariophyta,G,Glyceraldehyde-3-phosphate dehydrogenase,-,-,1.2.1.12,ko:K00134,"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010","M00001,M00002,M00003,M00165,M00166,M00308,M00552",R01061,RC00149,"ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,"Gp_dh_C,Gp_dh_N"
Phatr3_EG00937,phatr3eg00937,t3_NH4_recovery_vs_t2_N_stress,-1.2850575,3.5091347170279623e-06,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG00105,phatr3eg00105,t2_N_stress_vs_t1_NH4_growth,-1.249515,0.0005933851255429,Tier 2 (Lenient),2850.Phatrdraft1265,4e-47,169.0,"COG2114@1|root,KOG3689@1|root,KOG1023@2759|Eukaryota,KOG3689@2759|Eukaryota,2XAYH@2836|Bacillariophyta",2836|Bacillariophyta,T,"Adenylyl- / guanylyl cyclase, catalytic domain",-,-,-,-,-,-,-,-,-,-,-,-,"Guanylate_cyc,PDEase_I"
Phatr3_Jdraft590,phatr3j590,t3_NO3_recovery_vs_t1_NH4_growth,-1.23978475,0.0028617763483127,Tier 2 (Lenient),2850.Phatrdraft590,5.47e-214,595.0,"COG5536@1|root,KOG0529@2759|Eukaryota,2XD8C@2836|Bacillariophyta",2836|Bacillariophyta,O,Protein prenyltransferase alpha subunit repeat,-,-,2.5.1.60,ko:K14050,-,-,-,-,"ko00000,ko01000,ko01006,ko04131",-,-,-,PPTA
Phatr3_EG00515,phatr3eg00515,t3_NO3_recovery_vs_t2_N_stress,-1.2201400000000002,2.321029783802775e-05,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG01547,phatr3eg01547,t3_NH4_recovery_vs_t2_N_stress,-1.21413875,1.967257253711176e-05,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J46977,phatr3j46977,t3_NH4_recovery_vs_t2_N_stress,-1.20635825,2.18476758656827e-05,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J42528,phatr3j42528,t2_N_stress_vs_t1_NH4_growth,-1.2031925,0.0013842175039171,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_Jdraft1757,phatr3j1757,t3_NO3_recovery_vs_t1_NH4_growth,-1.19328,0.0051053629414931,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG00753,phatr3eg00753,t2_N_stress_vs_t1_NH4_growth,-1.1768745,0.0021752041049592,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J38100,phatr3j38100,t3_NO3_recovery_vs_t1_NH4_growth,-1.16239925,0.0074230925019593,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG01436,phatr3eg01436,t3_NO3_recovery_vs_t2_N_stress,-1.152957075,9.809270146595011e-05,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_Jdraft590,phatr3j590,t3_NH4_recovery_vs_t2_N_stress,-1.14093775,0.0001013886608296,Tier 2 (Lenient),2850.Phatrdraft590,5.47e-214,595.0,"COG5536@1|root,KOG0529@2759|Eukaryota,2XD8C@2836|Bacillariophyta",2836|Bacillariophyta,O,Protein prenyltransferase alpha subunit repeat,-,-,2.5.1.60,ko:K14050,-,-,-,-,"ko00000,ko01000,ko01006,ko04131",-,-,-,PPTA
Phatr3_EG02493,phatr3eg02493,t3_NO3_recovery_vs_t1_NH4_growth,-1.12743125,0.0121969229563805,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG00099,phatr3eg00099,t3_NO3_recovery_vs_t1_NH4_growth,-1.123026,0.012556801449086,Tier 2 (Lenient),8083.ENSXMAP00000013601,4.48e-14,80.1,"28JJ0@1|root,2QRY5@2759|Eukaryota,38H3E@33154|Opisthokonta,3BH70@33208|Metazoa,3CRN6@33213|Bilateria,48373@7711|Chordata,4983T@7742|Vertebrata,49Q29@7898|Actinopterygii",33208|Metazoa,T,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,NAGPA,"GO:0002790,GO:0003674,GO:0003824,GO:0003944,GO:0004553,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005975,GO:0006464,GO:0006605,GO:0006622,GO:0006623,GO:0006807,GO:0006810,GO:0006886,GO:0006996,GO:0007033,GO:0007034,GO:0007040,GO:0007041,GO:0008104,GO:0008150,GO:0008152,GO:0009306,GO:0009987,GO:0015031,GO:0015833,GO:0015929,GO:0016020,GO:0016021,GO:0016043,GO:0016787,GO:0016798,GO:0019538,GO:0031224,GO:0031226,GO:0032940,GO:0033036,GO:0033299,GO:0033365,GO:0034613,GO:0036211,GO:0042886,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0046903,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0061462,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071944,GO:0072594,GO:0072665,GO:0072666,GO:0080171,GO:1901564",3.1.4.45,ko:K01125,"ko04142,map04142",-,-,-,"ko00000,ko00001,ko01000",-,-,-,"EGF_2,NAGPA"
Phatr3_EG01436,phatr3eg01436,t3_NO3_recovery_vs_t1_NH4_growth,-1.1202935,0.012556801449086,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG02039,phatr3eg02039,t3_NH4_recovery_vs_t2_N_stress,-1.10945625,0.0001922974868472,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG01187,phatr3eg01187,t3_NO3_recovery_vs_t1_NH4_growth,-1.10465225,0.0151014469978842,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG00936,phatr3eg00936,t2_N_stress_vs_t1_NH4_growth,-1.0982150000000002,0.00794695434736,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG00904,phatr3eg00904,t3_NH4_recovery_vs_t2_N_stress,-1.097535,0.0002411380926536,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG01578,phatr3eg01578,t2_N_stress_vs_t1_NH4_growth,-1.09650325,0.00794695434736,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J37845,phatr3j37845,t3_NO3_recovery_vs_t1_NH4_growth,-1.09581275,0.0168048650923283,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG01699,phatr3eg01699,t2_N_stress_vs_t1_NH4_growth,-1.090806,0.0084922636367718,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_Jdraft1757,phatr3j1757,t3_NO3_recovery_vs_t2_N_stress,-1.0824175,0.0003640788167432,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG00717,phatr3eg00717,t2_N_stress_vs_t1_NH4_growth,-1.05974,0.0135359698971798,Tier 2 (Lenient),159749.K0T6C5,1.08e-287,879.0,"COG2801@1|root,KOG0017@2759|Eukaryota,2XF4I@2836|Bacillariophyta",159749.K0T6C5|-,L,Reverse transcriptase (RNA-dependent DNA polymerase),-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_EG00105,phatr3eg00105,t3_NO3_recovery_vs_t1_NH4_growth,-1.05892,0.0264361997055388,Tier 2 (Lenient),2850.Phatrdraft1265,4e-47,169.0,"COG2114@1|root,KOG3689@1|root,KOG1023@2759|Eukaryota,KOG3689@2759|Eukaryota,2XAYH@2836|Bacillariophyta",2836|Bacillariophyta,T,"Adenylyl- / guanylyl cyclase, catalytic domain",-,-,-,-,-,-,-,-,-,-,-,-,"Guanylate_cyc,PDEase_I"
Phatr3_J47574,phatr3j47574,t3_NO3_recovery_vs_t1_NH4_growth,-1.05581975,0.0269081863480117,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG00331,phatr3eg00331,t3_NO3_recovery_vs_t1_NH4_growth,-1.04916325,0.0289685309621017,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG00331,phatr3eg00331,t3_NO3_recovery_vs_t2_N_stress,-1.04916325,0.0006621792662372,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_Jdraft590,phatr3j590,t3_NO3_recovery_vs_t2_N_stress,-1.04841275,0.0006621792662372,Tier 2 (Lenient),2850.Phatrdraft590,5.47e-214,595.0,"COG5536@1|root,KOG0529@2759|Eukaryota,2XD8C@2836|Bacillariophyta",2836|Bacillariophyta,O,Protein prenyltransferase alpha subunit repeat,-,-,2.5.1.60,ko:K14050,-,-,-,-,"ko00000,ko01000,ko01006,ko04131",-,-,-,PPTA
Phatr3_EG00113,phatr3eg00113,t3_NO3_recovery_vs_t2_N_stress,-1.048230825,0.0006621792662372,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG01275,phatr3eg01275,t2_N_stress_vs_t1_NH4_growth,-1.046782,0.0163139698787871,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG01836,phatr3eg01836,t3_NO3_recovery_vs_t1_NH4_growth,-1.0359875,0.0344880322486989,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J39221,phatr3j39221,t2_N_stress_vs_t1_NH4_growth,-1.0356150000000002,0.0188714245312451,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG01759,phatr3eg01759,t2_N_stress_vs_t1_NH4_growth,-1.03456075,0.0188714245312451,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J33915,phatr3j33915,t3_NO3_recovery_vs_t2_N_stress,-1.0280545,0.0009237144222669,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG01258,phatr3eg01258,t3_NO3_recovery_vs_t1_NH4_growth,-1.0272450000000002,0.038325778900347,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG02594,phatr3eg02594,t2_N_stress_vs_t1_NH4_growth,-1.021415,0.0199900660605528,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J37845,phatr3j37845,t2_N_stress_vs_t1_NH4_growth,-1.02037525,0.0199900660605528,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J48040,phatr3j48040,t3_NO3_recovery_vs_t2_N_stress,-1.0144025,0.0011634828693396,Tier 2 (Lenient),2850.Phatr48040,0.0,1563.0,"2E1KZ@1|root,2S8XM@2759|Eukaryota,2XBAX@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_EG02586,phatr3eg02586,t2_N_stress_vs_t1_NH4_growth,-1.01354,0.0218232436953082,Tier 2 (Lenient),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG01922,phatr3eg01922,t2_N_stress_vs_t1_NH4_growth,-1.011795,0.021955697377101,Tier 2 (Lenient),2850.Phatr49526,5.85e-300,864.0,"KOG0724@1|root,KOG1274@1|root,KOG0724@2759|Eukaryota,KOG1274@2759|Eukaryota,2XA9U@2836|Bacillariophyta",2836|Bacillariophyta,K,"Minichromosome loss protein, Mcl1, middle region",-,-,-,ko:K11274,-,-,-,-,"ko00000,ko03036",-,-,-,Mcl1_mid
